"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"118","8c8aabb6-fc72-4e4e-bb15-218703aa9f43","Politechnika Opolska","1966-06-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001732","7540008109","","270","","","http://www.po.opole.pl","rektor@po.opole.pl","774498220","/po_opole/SkrytkaESP","Polska","opolskie","ul. Prószkowska","76","45-758","Opole","MARCIN Remigiusz LORENC - Rektor","c586fe5d-37f4-4ccd-b251-0ee14b22b2dc",,,,,"Politechnika Opolska","1966-06-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1966-06-01","Działająca","1966-06-01","akademicka","1966-06-01","ul. Prószkowska 76, 45-758 Opole, woj. opolskie, Polska","1966-06-01"
"119","2caf49c8-c982-4873-9175-a3fb2ca1ce99","Politechnika Poznańska","1955-09-03","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001608","7770003699","","271","","","https://www.put.poznan.pl","Biuro.Rektora@put.poznan.pl","61 665 3537","/POLITECHNIKAPOZNANSKA/SkrytkaESP","Polska","wielkopolskie","pl. Marii Skłodowskiej-Curie","5","60-965","Poznań","Teofil Jesionowski - Rektor","8da0b746-4668-4f72-906a-04d603780a54",,,,,"Politechnika Poznańska","1955-09-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1955-09-03","Działająca","1955-09-03","akademicka","1955-09-03","pl. Marii Skłodowskiej-Curie 5, 60-965 Poznań, woj. wielkopolskie, Polska","1955-09-03"
"120","63374761-1ae0-43c0-9fa0-dd7d530ea4ab","Politechnika Rzeszowska im. Ignacego Łukasiewicza","1974-09-19","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001749","8130266999","","273","","","http://www.prz.edu.pl","kancelaria@prz.edu.pl","178651100","/PolitechnikaRzeszowska/SkrytkaESP","Polska","podkarpackie","al. Powstańców Warszawy","12","35-959","Rzeszów","Piotr Koszelnik - Rektor","a48c2155-5a59-4934-b395-6bcc6916ac34",,,,,"Politechnika Rzeszowska im. Ignacego Łukasiewicza","1974-09-19",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1974-09-19","Działająca","1974-09-19","akademicka","1974-09-19","al. Powstańców Warszawy 12, 35-959 Rzeszów, woj. podkarpackie, Polska","1974-09-19"
"121","d2b78be5-640c-4efd-870a-a0e84067d609","Politechnika Śląska","1945-05-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001637","6310200736","","263","","","http://www.polsl.pl","RR1@polsl.pl","32 237 12 55","/PolSlaska/SkrytkaESP","Polska","śląskie","ul. Akademicka","2A","44-100","Gliwice","Arkadiusz Mężyk - Rektor","7ad29da1-60c8-41df-bfa4-7b0546a9ca84",,,,,"Politechnika Śląska","1945-05-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1945-05-24","Działająca","1945-05-24","akademicka","1945-05-24","ul. Akademicka 2A, 44-100 Gliwice, woj. śląskie, Polska","1945-05-24"
"122","f7e601ae-54e7-401b-812a-2c1217720a8b","Politechnika Świętokrzyska","1965-06-03","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001695","6570009774","","264","","","http://www.tu.kielce.pl/","rektor@tu.kielce.pl","41 34 24 444","/Pol-Swietokrzyska/SkrytkaESP","Polska","świętokrzyskie","al. Tysiąclecia Państwa Polskiego","7","25-314","Kielce","Zbigniew Stanisław Koruba - Rektor","91d25668-ecb6-4994-8ef6-adac13a3f5ee",,,,,"Politechnika Świętokrzyska","1965-06-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1965-06-03","Działająca","1965-06-03","akademicka","1965-06-03","al. Tysiąclecia Państwa Polskiego 7, 25-314 Kielce, woj. świętokrzyskie, Polska","1965-06-03"
"123","521ce6da-8ebb-47a5-90fe-3832685b75f9","Politechnika Warszawska","1826-01-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001554","5250005834","","259","","","http://www.pw.edu.pl","rektor@pw.edu.pl","(22) 234-74-19","/PW/SkrytkaESP","Polska","mazowieckie","pl. Plac Politechniki","1","00-661","Warszawa","Krzysztof Zaremba - Rektor","646628a4-4f58-49a3-80a2-e29493c1979b",,,,,"Politechnika Warszawska","1826-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1826-01-01","Działająca","1826-01-01","akademicka","1826-01-01","pl. Plac Politechniki 1, 00-661 Warszawa, woj. mazowieckie, Polska","1826-01-01"
"124","dbdda9a7-f6f7-44e8-af1d-9863e2256ca3","Politechnika Wrocławska","1945-09-19","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001614","8960005851","","274","","","http://www.pwr.edu.pl","jmr@pwr.edu.pl","713202217","/PolitechnikaWroclaw/SkrytkaESP","Polska","dolnośląskie","wyb. Stanisława Wyspiańskiego","27","50-370","Wrocław","ARKADIUSZ WÓJS - Rektor","d991ff3e-1f88-4c5d-88e8-c8f735bfbcb3",,,,,"Politechnika Wrocławska","1945-09-19",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1945-09-19","Działająca","1945-09-19","akademicka","1945-09-19","wyb. Stanisława Wyspiańskiego 27, 50-370 Wrocław, woj. dolnośląskie, Polska","1945-09-19"
"125","9d1eca9c-696f-4908-b65b-8c54eadeb76e","Polsko-Japońska Akademia Technik Komputerowych","1994-11-30","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","010816248","5262160983","","006","51","","http://www.pja.edu.pl","pjatk@pja.edu.pl","+48 22 58 44 500","/PJATK/SkrytkaESP","Polska","mazowieckie","ul. Koszykowa","86","02-008","Warszawa","Jerzy Paweł Nowacki - Rektor","",,,,,"Polsko-Japońska Akademia Technik Komputerowych","2014-10-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1994-11-30","Działająca","1994-11-30","akademicka","1994-11-30","ul. Koszykowa 86, 02-008 Warszawa, woj. mazowieckie, Polska","1994-11-30"
"126","9d1eca9c-696f-4908-b65b-8c54eadeb76e","Polsko-Japońska Akademia Technik Komputerowych","1994-11-30","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","010816248","5262160983","","006","51","","http://www.pja.edu.pl","pjatk@pja.edu.pl","+48 22 58 44 500","/PJATK/SkrytkaESP","Polska","mazowieckie","ul. Koszykowa","86","02-008","Warszawa","Jerzy Paweł Nowacki - Rektor","",,,,,"Polsko-Japońska Wyższa Szkoła Technik Komputerowych","1994-11-30",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1994-11-30","Działająca","1994-11-30","akademicka","1994-11-30","ul. Koszykowa 86, 02-008 Warszawa, woj. mazowieckie, Polska","1994-11-30"
"127","1c749f42-2a28-46f6-a59f-63d4e8541713","Pomorski Uniwersytet Medyczny w Szczecinie","1948-03-20","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000288886","8520006757","","306","","","http://www.pum.edu.pl","rektor@pum.edu.pl","914800700","/PUM/skrytka","Polska","zachodniopomorskie","ul. Rybacka","1","70-204","Szczecin","Bogusław Machaliński - Rektor","ded75b5d-5095-44b4-864d-9dfaccbdd157",,,,,"Pomorski Uniwersytet Medyczny w Szczecinie","1948-03-20",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1948-03-20","Działająca","1948-03-20","akademicka","1948-03-20","ul. Rybacka 1, 70-204 Szczecin, woj. zachodniopomorskie, Polska","1948-03-20"
"128","8f4f45a9-5c93-4073-8e0a-fcb2b63cb997","Społeczna Akademia Nauk z siedzibą w Łodzi","1995-01-30","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","470985279","7251056220","","004","52","","http://www.san.edu.pl","rektor@san.edu.pl","426646601","","Polska","łódzkie","ul. Henryka Sienkiewicza","9","90-113","Łódź","Roman Patora - Rektor","c9e19c25-ee29-4ef5-b7b3-9b49d8d19325",,,,,"Społeczna Akademia Nauk z siedzibą w Łodzi","1995-01-30",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1995-01-30","Działająca","1995-01-30","akademicka","1995-01-30","ul. Henryka Sienkiewicza 9, 90-113 Łódź, woj. łódzkie, Polska","1995-01-30"
"129","55baf644-3dc9-4855-a45b-d6b971a17256","SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie","1996-07-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","011947981","1180197245","","015","95","","http://www.swps.pl","brektora@swps.edu.pl","+48 22 5179600","/Uniwersytet_SWPS/SkrytkaESP","Polska","mazowieckie","ul. Chodakowska","19/31","03-815","Warszawa","Roman Sławomir Cieślak - Rektor","4686b273-2dcc-4c91-8762-6a490422f1ad",,,,,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie","2015-05-21",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1996-07-24","Działająca","1996-07-24","akademicka","1996-07-24","ul. Chodakowska 19/31, 03-815 Warszawa, woj. mazowieckie, Polska","1996-07-24"
"130","55baf644-3dc9-4855-a45b-d6b971a17256","SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie","1996-07-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","011947981","1180197245","","015","95","","http://www.swps.pl","brektora@swps.edu.pl","+48 22 5179600","/Uniwersytet_SWPS/SkrytkaESP","Polska","mazowieckie","ul. Chodakowska","19/31","03-815","Warszawa","Roman Sławomir Cieślak - Rektor","4686b273-2dcc-4c91-8762-6a490422f1ad",,,,,"Szkoła Wyższa Psychologii Społecznej w Warszawie","1996-07-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1996-07-24","Działająca","1996-07-24","akademicka","1996-07-24","ul. Chodakowska 19/31, 03-815 Warszawa, woj. mazowieckie, Polska","1996-07-24"
"131","40ee9e13-51b8-4fde-b8b0-e9fb7505c3b9","Szkoła Główna Gospodarstwa Wiejskiego w Warszawie","1816-09-23","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001784","5250007425","","276","","","http://www.sggw.edu.pl","rektor@sggw.edu.pl","48 22 59-31-000","/sggw/SkrytkaESP","Polska","mazowieckie","ul. Nowoursynowska","166","02-787","Warszawa","Michał Zasada - Rektor","150c917a-acd2-4e04-a363-5f2ca552433a",,,,,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie","1816-09-23",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1816-09-23","Działająca","1816-09-23","akademicka","1816-09-23","ul. Nowoursynowska 166, 02-787 Warszawa, woj. mazowieckie, Polska","1816-09-23"
"132","c7c10a2a-f381-4dc2-8511-53400ceb4a90","Szkoła Główna Handlowa w Warszawie","1906-01-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001502","5250008407","","283","","","http://www.sgh.waw.pl","sghpolon@sgh.waw.pl","+48 22 564 6000","ESP: /SGH/SkrytkaESP","Polska","mazowieckie","al. Aleja Niepodległości","162","02-554","Warszawa","Piotr Wachowiak - Rektor","be515402-ceff-4b6d-9c4b-73a44c1fe03b",,,,,"Szkoła Główna Handlowa w Warszawie","1906-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1906-01-01","Działająca","1906-01-01","akademicka","1906-01-01","al. Aleja Niepodległości 162, 02-554 Warszawa, woj. mazowieckie, Polska","1906-01-01"
"133","130bb11b-bd4e-45aa-831e-3fb0a3b41825","Szkoła Główna Mikołaja Kopernika","2023-03-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","524649120","7011132393","","403","","","www.sgmk.edu.pl","","+48 782-950-360","","Polska","mazowieckie","ul. Nowogrodzka","47a","00-695","Warszawa","Leszek Markuszewski - Rektor","",,,,,"Szkoła Główna Mikołaja Kopernika","2023-03-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2023-03-01","Działająca","2023-03-01","akademicka","2023-03-01","ul. Nowogrodzka 47a, 00-695 Warszawa, woj. mazowieckie, Polska","2023-03-01"
"134","62b1bfdd-fc86-44b6-8f44-098cdc87f941","Szkoła Główna Służby Pożarniczej","1982-01-18","Minister Spraw Wewnętrznych i Administracji","Uczelnia publiczna","Nie","","","","akademicka","","000173410","1180035927","","369","","","https://www.sgsp.edu.pl","rektor@sgsp.edu.pl","+48 22 5617624"," /SGSP/SkrytkaESP","Polska","mazowieckie","ul. Juliusza Słowackiego","52/54","01-629","Warszawa","Mariusz Feltynowski - Rektor","b0380d61-fc95-4bc4-bf7f-4826a8b9e40f",,,,,"Szkoła Główna Służby Pożarniczej","1982-01-18",,,,,,,,,,,,,,,,,,,,,"Minister Spraw Wewnętrznych i Administracji","1982-01-18","Działająca","1982-01-18","akademicka","1982-01-18","ul. Juliusza Słowackiego 52/54, 01-629 Warszawa, woj. mazowieckie, Polska","1982-01-18"
"135","9fa570d5-11dc-4131-b96a-44ad1aa60c28","Szkoła Wyższa Wymiaru Sprawiedliwości","2018-08-31","Minister Sprawiedliwości","Uczelnia publiczna","Nie","","","","akademicka","","381510697","5213842228","","393","","","https://swws.edu.pl/","sekretariat@swws.edu.pl","+48 22 602 44 14","/WSKIP/SkrytkaESP","Polska","mazowieckie","ul. Wiśniowa","50","02-520","Warszawa","Michał Krzysztof Sopiński - Rektor","7e1caf00-a340-4752-a557-23ab19dce9eb",,,,,"Szkoła Wyższa Wymiaru Sprawiedliwości","2021-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Sprawiedliwości","2018-08-31","Działająca","2018-08-31","zawodowa","2018-08-31","ul. Wiśniowa 50, 02-520 Warszawa, woj. mazowieckie, Polska","2018-08-31"
"136","9fa570d5-11dc-4131-b96a-44ad1aa60c28","Szkoła Wyższa Wymiaru Sprawiedliwości","2018-08-31","Minister Sprawiedliwości","Uczelnia publiczna","Nie","","","","akademicka","","381510697","5213842228","","393","","","https://swws.edu.pl/","sekretariat@swws.edu.pl","+48 22 602 44 14","/WSKIP/SkrytkaESP","Polska","mazowieckie","ul. Wiśniowa","50","02-520","Warszawa","Michał Krzysztof Sopiński - Rektor","7e1caf00-a340-4752-a557-23ab19dce9eb",,,,,"Szkoła Wyższa Wymiaru Sprawiedliwości","2021-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Sprawiedliwości","2018-08-31","Działająca","2018-08-31","akademicka","2022-07-29","ul. Wiśniowa 50, 02-520 Warszawa, woj. mazowieckie, Polska","2018-08-31"
"137","9fa570d5-11dc-4131-b96a-44ad1aa60c28","Szkoła Wyższa Wymiaru Sprawiedliwości","2018-08-31","Minister Sprawiedliwości","Uczelnia publiczna","Nie","","","","akademicka","","381510697","5213842228","","393","","","https://swws.edu.pl/","sekretariat@swws.edu.pl","+48 22 602 44 14","/WSKIP/SkrytkaESP","Polska","mazowieckie","ul. Wiśniowa","50","02-520","Warszawa","Michał Krzysztof Sopiński - Rektor","7e1caf00-a340-4752-a557-23ab19dce9eb",,,,,"Wyższa Szkoła Kryminologii i Penitencjarystyki w Warszawie","2018-08-31",,,,,,,,,,,,,,,,,,,,,"Minister Sprawiedliwości","2018-08-31","Działająca","2018-08-31","zawodowa","2018-08-31","ul. Wiśniowa 50, 02-520 Warszawa, woj. mazowieckie, Polska","2018-08-31"
"138","9fa570d5-11dc-4131-b96a-44ad1aa60c28","Szkoła Wyższa Wymiaru Sprawiedliwości","2018-08-31","Minister Sprawiedliwości","Uczelnia publiczna","Nie","","","","akademicka","","381510697","5213842228","","393","","","https://swws.edu.pl/","sekretariat@swws.edu.pl","+48 22 602 44 14","/WSKIP/SkrytkaESP","Polska","mazowieckie","ul. Wiśniowa","50","02-520","Warszawa","Michał Krzysztof Sopiński - Rektor","7e1caf00-a340-4752-a557-23ab19dce9eb",,,,,"Wyższa Szkoła Kryminologii i Penitencjarystyki w Warszawie","2018-08-31",,,,,,,,,,,,,,,,,,,,,"Minister Sprawiedliwości","2018-08-31","Działająca","2018-08-31","akademicka","2022-07-29","ul. Wiśniowa 50, 02-520 Warszawa, woj. mazowieckie, Polska","2018-08-31"
"139","cd474cbb-d4ba-4475-b0d0-580f5f2e17ef","Śląski Uniwersytet Medyczny w Katowicach","1948-03-20","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000289035","6340005301","","302","","","http://www.sum.edu.pl","rektor@sum.edu.pl","32 208-35-55"," /SUM_KATOWICE/SkrytkaESP","Polska","śląskie","ul. Księcia Józefa Poniatowskiego","15","40-055","Katowice","Tomasz Szczepański - Rektor","16ceb2b4-39a4-466c-b752-f5eb84063b1d",,,,,"Śląski Uniwersytet Medyczny w Katowicach","1948-03-20",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1948-03-20","Działająca","1948-03-20","akademicka","1948-03-20","ul. Księcia Józefa Poniatowskiego 15, 40-055 Katowice, woj. śląskie, Polska","1948-03-20"
"140","f8ccf691-8784-48da-819a-014977855cd1","Uczelnia Łazarskiego w Warszawie","1993-07-13","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","010286164","5270209936","","132","22","","http://www.lazarski.pl","info@lazarski.edu.pl","22 543 54 00","/uczelnia-lazarskiego/skrytkaESP","Polska","mazowieckie","ul. Świeradowska","43","02-662","Warszawa","Maciej Tadeusz Rogalski - Rektor","c77b6694-0284-46e5-8a48-ae6cd0330e9a",,,,,"Uczelnia Łazarskiego w Warszawie","1993-07-13",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1993-07-13","Działająca","1993-07-13","akademicka","1993-07-13","ul. Świeradowska 43, 02-662 Warszawa, woj. mazowieckie, Polska","1993-07-13"
"141","26a44938-2d93-4220-85ea-ea68221f591d","Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu","1919-11-01","Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","Uczelnia publiczna","Nie","","","","akademicka","","000275808","7781128625","","320","","","http://www.uap.edu.pl","office@uap.edu.pl","618552521","/uap/skrytka","Polska","wielkopolskie","al. Aleje Karola Marcinkowskiego","29","60-967","Poznań","Wojciech Hora - Rektor","",,,,,"Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu","2021-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","1919-11-01","Działająca","1919-11-01","akademicka","1919-11-01","al. Aleje Karola Marcinkowskiego 29, 60-967 Poznań, woj. wielkopolskie, Polska","1919-11-01"
"142","26a44938-2d93-4220-85ea-ea68221f591d","Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu","1919-11-01","Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","Uczelnia publiczna","Nie","","","","akademicka","","000275808","7781128625","","320","","","http://www.uap.edu.pl","office@uap.edu.pl","618552521","/uap/skrytka","Polska","wielkopolskie","al. Aleje Karola Marcinkowskiego","29","60-967","Poznań","Wojciech Hora - Rektor","",,,,,"Akademia Sztuk Pięknych w Poznaniu","1919-11-01",,,,,,,,,,,,,,,,,,,,,"Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","1919-11-01","Działająca","1919-11-01","akademicka","1919-11-01","al. Aleje Karola Marcinkowskiego 29, 60-967 Poznań, woj. wielkopolskie, Polska","1919-11-01"
"143","26a44938-2d93-4220-85ea-ea68221f591d","Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu","1919-11-01","Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","Uczelnia publiczna","Nie","","","","akademicka","","000275808","7781128625","","320","","","http://www.uap.edu.pl","office@uap.edu.pl","618552521","/uap/skrytka","Polska","wielkopolskie","al. Aleje Karola Marcinkowskiego","29","60-967","Poznań","Wojciech Hora - Rektor","",,,,,"Uniwersytet Artystyczny w Poznaniu","2010-07-07",,,,,,,,,,,,,,,,,,,,,"Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","1919-11-01","Działająca","1919-11-01","akademicka","1919-11-01","al. Aleje Karola Marcinkowskiego 29, 60-967 Poznań, woj. wielkopolskie, Polska","1919-11-01"
"144","6df72f86-fe9b-4e01-9121-db36db218bd8","Uniwersytet Dolnośląski DSW we Wrocławiu","1997-06-30","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","931056267","8942306269","","070","118","","http://www.dsw.edu.pl","rektorat@dsw.edu.pl","713561510","/DSWweWroclawiu/SkrytkaESP","Polska","dolnośląskie","ul. Strzegomska","55","53-611","Wrocław","Sławomir Krzychała - Rektor","",,,,,"Uniwersytet Dolnośląski DSW we Wrocławiu","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1997-06-30","Działająca","1997-06-30","akademicka","1997-06-30","ul. Strzegomska 55, 53-611 Wrocław, woj. dolnośląskie, Polska","1997-06-30"
"145","6df72f86-fe9b-4e01-9121-db36db218bd8","Uniwersytet Dolnośląski DSW we Wrocławiu","1997-06-30","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","931056267","8942306269","","070","118","","http://www.dsw.edu.pl","rektorat@dsw.edu.pl","713561510","/DSWweWroclawiu/SkrytkaESP","Polska","dolnośląskie","ul. Strzegomska","55","53-611","Wrocław","Sławomir Krzychała - Rektor","",,,,,"Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu","1997-06-30",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1997-06-30","Działająca","1997-06-30","akademicka","1997-06-30","ul. Strzegomska 55, 53-611 Wrocław, woj. dolnośląskie, Polska","1997-06-30"
"146","5d6c2944-921b-45cb-afa3-d2518eeabac7","Uniwersytet Ekonomiczny we Wrocławiu","1947-02-03","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001531","8960006997","","287","","","http://www.ue.wroc.pl","rektor@ue.wroc.pl","71-36-80-141","/UEWroclaw/skrytka","Polska","dolnośląskie","ul. Komandorska","118/120","53-345","Wrocław","Andrzej Kaleta - Rektor","c1700347-3b61-47d9-b56e-2e59c7d62caa",,,,,"Uniwersytet Ekonomiczny we Wrocławiu","1947-02-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1947-02-03","Działająca","1947-02-03","akademicka","1947-02-03","ul. Komandorska 118/120, 53-345 Wrocław, woj. dolnośląskie, Polska","1947-02-03"
"147","1c5fb903-cc43-44b8-8331-af6cb635dea0","Uniwersytet Ekonomiczny w Katowicach","1936-12-03","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001548","6340008825","","284","","","http://www.ue.katowice.pl","kancelaria@ue.katowice.pl","32 257 70 00","/uekatowice/skrytka","Polska","śląskie","ul. 1 Maja","50","40-287","Katowice","Celina Maria Olszak - Rektor","4bcb992b-cfaa-428d-ada4-ae2490edba87",,,,,"Uniwersytet Ekonomiczny w Katowicach","1936-12-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1936-12-03","Działająca","1936-12-03","akademicka","1936-12-03","ul. 1 Maja 50, 40-287 Katowice, woj. śląskie, Polska","1936-12-03"
"148","35bdf5a0-c4e2-4ae5-8ac3-0e449b57baba","Uniwersytet Ekonomiczny w Krakowie","1925-05-25","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001519","6750006346","","285","","","http://www.uek.krakow.pl","rektor@uek.krakow.pl","122935001","/UEKr/SkrytkaESP","Polska","małopolskie","ul. Rakowicka","27","31-510","Kraków","STANISŁAW MAZUR - Rektor","45c1c383-bfaa-451a-8f1c-647f8ec7378e",,,,,"Uniwersytet Ekonomiczny w Krakowie","1925-05-25",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1925-05-25","Działająca","1925-05-25","akademicka","1925-05-25","ul. Rakowicka 27, 31-510 Kraków, woj. małopolskie, Polska","1925-05-25"
